ID1,ID2
5,274
12,170
42,278
35,153
17,105
8,56
41,53
20,30
6,95
2,241
3,206
43,13
15,180
41,89
27,154
19,150
39,128
11,146
9,222
3,62
29,200
22,75
38,56
9,258
49,294
29,236
21,232
7,68
10,222
31,16
42,291
8,298
28,127
14,192
40,101
34,27
6,108
49,6
16,274
37,68
26,287
34,148
10,199
42,268
39,262
32,223
38,154
4,12
10,55
12,281
25,300
19,140
39,118
3,52
1,271
41,164
33,160
44,169
23,146
49,284
16,107
28,81
26,300
47,94
33,196
27,265
40,55
3,173
14,182
41,56
11,293
18,152
4,254
45,291
32,92
38,23
50,226
41,177
27,242
48,36
27,13
19,238
39,216
11,5
50,262
30,18
37,143
2,185
3,150
15,124
32,213
25,25
24,209
45,3
16,205
35,218
34,259
19,130
30,139
37,35
36,219
23,100
29,180
1,81
5,231
6,196
4,123
50,239
16,97
22,140
41,10
11,247
39,229
5,87
31,225
23,221
10,22
21,68
34,7
4,244
35,231
1,238
34,272
44,136
24,78
10,143
14,293
34,128
45,137
31,202
37,133
9,300
50,72
22,153
21,45
43,212
10,35
41,288
33,284
11,116
1,71
33,140
25,136
38,255
13,82
45,114
36,294
16,87
28,290
9,48
19,241
46,115
18,96
4,198
23,211
33,261
4,234
19,97
11,93
30,106
32,36
9,169
29,147
41,121
33,117
13,59
42,202
30,227
5,54
23,188
21,264
15,104
26,113
33,9
10,254
16,185
29,124
33,274
34,239
45,248
49,218
29,160
14,260
42,179
36,19
1,61
27,199
46,69
30,204
9,267
2,142
28,280
9,38
22,120
8,222
27,55
12,192
23,201
39,29
10,2
28,136
1,182
25,247
40,110
19,87
5,152
6,117
39,65
38,186
24,22
14,237
38,222
45,81
5,8
35,296
9,280
3,120
29,258
48,271
40,267
1,159
27,68
24,179
10,244
16,175
2,240
36,153
2,11
28,149
14,214
35,8
26,188
6,130
27,189
19,185
32,124
17,261
3,97
43,133
21,2
5,286
36,130
8,297
29,91
39,284
20,42
6,107
4,34
32,16
3,218
29,127
34,62
4,299
25,93
44,106
17,238
28,247
9,5
48,225
19,198
7,44
38,297
40,257
34,183
6,264
25,214
44,227
5,119
39,32
37,188
43,2
29,104
14,204
40,113
26,178
23,289
35,263
47,237
46,278
26,34
16,286
32,114
49,283
43,123
28,260
7,57
12,172
4,168
50,284
31,5
16,142
47,129
35,240
42,136
35,11
21,113
2,63
47,214
27,156
32,271
45,290
31,126
23,122
28,237
14,73
40,211
11,184
27,12
28,93
47,106
45,182
30,282
10,224
3,185
23,14
29,94
25,60
39,107
17,205
35,253
50,153
10,80
3,41
1,260
34,294
23,135
50,9
42,5
41,189
25,181
38,300
45,159
50,274
30,30
29,71
46,160
31,260
33,41
44,50
24,221
47,204
8,133
19,142
25,73
45,51
31,116
16,253
3,283
24,77
36,231
14,292
6,208
27,2
26,37
9,70
14,148
47,96
5,99
44,27
2,210
3,175
27,123
33,54
19,119
20,84
23,269
11,115
37,24
2,295
9,191
1,250
22,44
5,220
18,10
15,270
11,236
18,131
44,40
7,158
8,123
40,155
19,132
6,162
38,231
24,67
15,18
33,152
48,15
46,91
17,64
36,77
9,60
34,153
41,12
24,188
43,201
49,132
35,197
7,135
13,215
25,40
10,289
3,250
43,57
29,159
38,244
3,286
16,76
17,41
47,63
30,239
31,204
37,135
9,73
42,70
21,47
7,112
44,30
17,162
44,295
5,187
6,152
43,299
43,70
25,138
38,77
40,266
21,24
41,2
6,44
4,200
29,293
21,289
36,152
48,126
46,202
17,175
2,275
4,56
21,145
34,84
18,219
25,115
15,250
5,56
32,159
9,292
29,270
1,171
13,182
17,152
9,148
2,23
21,122
32,51
43,289
49,220
10,112
35,56
1,292
7,223
8,188
25,128
11,193
30,206
2,144
49,76
21,14
11,229
27,57
44,226
43,181
10,233
21,279
29,103
48,116
8,80
25,249
13,15
17,165
50,162
22,243
14,239
34,74
6,155
19,174
24,289
46,48
16,285
35,298
28,259
47,272
48,8
15,60
4,167
32,149
21,256
41,234
48,93
6,276
27,70
13,172
44,239
24,1
33,86
5,167
10,102
35,275
22,76
13,293
38,57
29,237
1,138
47,105
33,207
16,154
1,174
29,93
39,286
20,44
31,282
14,229
13,270
10,115
29,214
13,126
8,47
46,159
37,190
4,13
3,197
41,80
1,7
31,295
6,122
23,291
37,46
1,272
48,204
40,200
11,173
12,138
46,51
18,32
32,116
17,253
23,147
24,112
38,276
29,227
7,288
1,128
27,37
11,29
37,167
17,109
8,289
21,79
41,57
33,53
12,30
45,27
7,180
22,43
45,292
36,243
9,226
46,293
42,259
47,108
46,149
33,295
13,237
4,268
25,62
24,246
11,127
48,194
40,190
32,106
49,275
43,115
50,11
15,282
41,191
19,288
38,158
24,223
43,236
34,273
34,44
19,144
5,209
13,70
3,56
21,190
26,268
50,253
37,134
3,141
14,150
21,46
34,165
18,300
41,24
11,261
37,170
22,10
8,112
7,147
27,125
13,227
37,26
22,46
45,295
7,3
6,187
20,122
44,150
25,173
5,78
29,292
12,239
23,248
45,7
33,298
34,263
25,294
13,60
31,108
17,210
49,242
15,249
21,180
41,158
27,223
30,228
2,166
15,105
40,49
20,220
6,285
39,233
13,181
18,110
4,212
49,134
28,160
47,173
34,240
18,146
25,42
46,214
10,291
3,252
9,183
41,135
26,235
10,147
42,216
9,39
8,223
29,17
27,236
47,65
34,132
35,176
21,278
21,49
33,252
19,88
16,199
17,164
22,242
28,173
14,238
5,189
22,278
28,29
1,75
20,210
6,275
12,206
6,46
19,65
10,245
1,196
19,101
6,131
39,79
31,75
26,225
13,292
18,221
34,86
5,22
46,60
22,111
14,107
48,20
6,252
5,58
17,298
43,170
29,272
7,104
13,184
25,9
12,39
10,258
3,219
29,128
34,243
12,75
44,107
4,71
1,294
22,88
26,238
33,134
39,177
31,173
49,78
47,297
48,262
14,120
8,46
33,219
10,235
2,2
20,56
5,156
32,259
9,163
43,39
29,141
35,264
26,215
47,9
45,85
9,248
17,23
29,226
40,235
5,277
6,13
18,67
43,160
29,262
30,41
34,197
20,33
5,133
11,64
10,248
4,25
43,16
12,294
27,157
6,134
16,264
1,284
22,78
48,216
7,215
46,292
5,25
31,163
49,297
35,133
27,49
4,182
19,45
39,23
37,179
11,41
12,271
12,42
37,215
32,20
24,245
45,39
10,81
16,12
1,261
1,32
28,251
49,45
48,229
16,133
28,107
41,46
9,130
43,6
26,182
12,284
4,280
23,293
30,152
17,219
10,94
2,90
49,22
29,193
5,244
6,209
27,3
21,225
42,19
40,238
6,245
39,242
5,100
38,134
31,9
2,211
28,120
29,85
41,59
11,296
33,55
32,239
43,248
15,186
3,32
25,87
39,134
30,165
16,267
17,232
36,245
49,35
48,219
13,118
10,192
17,88
20,242
19,133
20,98
30,142
5,234
38,268
42,238
17,65
8,16
18,289
20,219
45,163
42,274
2,201
49,133
22,179
50,98
21,300
41,49
19,110
23,260
44,54
45,19
43,238
37,15
3,22
1,241
47,208
48,173
40,169
11,142
18,1
24,81
28,51
33,166
19,2
30,240
50,255
17,78
30,276
5,103
3,179
35,211
7,149
33,287
45,261
31,97
32,62
16,234
43,71
1,74
5,224
26,18
13,85
25,139
4,116
38,258
35,103
15,274
1,110
40,38
41,3
29,294
35,188
10,280
17,176
2,276
37,5
22,25
6,166
13,62
44,129
10,136
16,67
39,199
45,130
30,230
17,68
24,192
17,153
34,242
19,113
45,251
5,178
46,216
13,39
32,52
35,57
1,64
45,107
10,149
36,58
28,283
15,84
21,15
39,212
5,70
15,120
6,300
12,51
10,270
23,60
17,22
15,241
36,35
9,18
8,202
1,77
18,246
14,132
15,97
21,28
32,186
19,67
10,247
17,143
2,243
36,156
28,152
33,267
45,241
31,77
32,42
34,88
10,139
3,100
28,44
14,109
21,5
5,289
26,83
12,185
13,150
18,79
23,194
50,297
29,274
19,80
44,253
39,287
38,179
4,37
24,15
35,24
21,126
6,146
25,96
24,51
46,75
9,273
28,286
21,247
41,225
6,267
18,92
4,194
23,27
35,1
45,231
46,196
21,139
1,273
26,217
11,174
45,87
23,148
43,126
48,241
14,99
8,25
27,38
43,162
47,132
34,199
25,230
2,246
23,40
22,224
14,220
41,94
18,190
39,133
30,164
16,266
17,231
38,25
43,283
37,60
17,2
26,50
17,267
4,148
9,263
43,139
21,237
5,112
46,150
31,21
46,186
34,32
5,148
24,18
14,53
46,42
17,244
36,257
23,138
49,276
43,116
29,218
26,292
26,63
4,161
47,122
20,254
32,228
38,159
43,237
35,4
8,136
1,11
19,145
25,76
31,119
38,15
3,57
8,172
46,284
11,177
18,36
44,174
31,155
24,116
42,250
21,227
42,21
25,197
11,262
42,286
6,103
24,237
45,31
50,146
42,142
2,69
14,43
40,181
49,266
35,102
7,40
50,267
17,90
28,99
14,164
5,115
12,11
45,8
50,123
22,24
8,126
7,161
25,295
20,100
3,47
35,115
26,295
27,260
41,15
11,252
39,234
30,265
3,168
21,73
13,218
25,43
45,21
29,162
48,175
13,74
3,289
49,256
50,221
27,237
25,164
19,4
39,211
5,69
28,89
29,54
19,269
26,128
50,113
2,36
41,293
7,151
22,14
27,129
24,60
26,20
13,87
25,141
16,92
17,57
2,157
7,272
30,255
31,220
6,47
3,158
49,125
10,17
42,86
33,266
44,275
20,67
16,213
29,152
48,165
32,77
3,279
23,108
39,201
45,132
37,128
48,286
42,63
20,224
7,105
23,229
17,191
29,21
14,121
11,232
27,60
38,106
24,171
29,286
39,299
10,272
9,164
24,27
3,4
28,177
15,207
26,216
1,43
4,85
16,288
24,63
10,128
16,59
47,275
14,98
40,7
46,87
32,152
3,125
29,263
48,276
47,131
8,60
12,210
33,4
2,16
1,200
5,170
37,239
32,273
38,204
50,178
10,105
21,151
1,285
41,129
44,134
39,168
30,199
36,279
29,11
6,256
26,85
31,200
32,165
9,298
39,24
43,174
21,272
48,109
34,211
46,185
11,78
4,39
43,30
21,128
27,171
24,282
37,72
17,243
20,168
17,279
28,288
20,24
39,37
16,170
36,148
43,7
14,209
13,250
12,56
45,53
24,30
10,95
8,171
32,119
38,50
32,155
2,212
9,108
8,292
8,63
21,82
34,201
40,95
37,206
32,11
50,145
35,245
42,141
46,31
43,105
49,36
50,1
14,78
18,48
19,13
50,266
30,22
42,33
25,209
46,152
28,134
27,138
25,65
37,39
42,154
38,269
37,75
3,82
35,114
21,216
40,229
41,194
19,26
10,206
17,102
21,72
20,256
11,287
12,252
31,265
4,248
15,177
7,173
11,143
30,156
16,258
46,21
17,223
14,297
35,91
48,210
14,68
1,98
46,286
26,42
12,144
6,213
13,109
15,298
42,23
22,157
8,259
29,53
33,203
2,215
49,147
7,150
27,128
33,59
5,225
26,19
13,86
4,117
27,249
8,7
25,176
10,196
48,79
26,140
27,105
32,220
30,110
50,125
36,190
42,121
2,48
28,186
3,13
47,199
19,137
45,275
46,11
30,146
31,111
48,200
42,242
17,69
34,158
40,52
6,59
7,140
31,88
3,291
49,258
16,81
36,59
41,174
1,101
34,135
19,235
25,166
44,179
46,109
31,209
30,244
37,140
22,160
31,245
39,69
17,167
50,115
2,38
33,291
39,105
11,123
43,75
36,36
40,186
7,238
27,216
48,10
18,18
17,288
10,163
8,239
6,278
11,244
46,122
43,196
47,166
25,264
39,82
45,13
16,215
2,280
3,16
35,48
34,269
21,150
26,228
24,75
36,49
7,251
28,45
47,58
18,260
12,186
6,26
23,195
2,172
48,288
21,271
35,169
15,111
42,65
18,116
22,6
44,110
23,87
9,189
49,225
50,190
16,48
15,232
35,61
36,26
44,146
30,211
29,252
48,265
40,32
43,186
28,143
47,156
39,72
9,166
38,229
39,157
46,53
2,126
3,91
26,74
11,211
39,193
32,154
49,94
21,261
42,55
27,75
45,209
39,49
31,45
2,247
23,41
9,143
25,267
26,195
46,210
33,91
4,293
16,38
22,81
34,92
12,153
17,268
28,277
43,140
7,74
27,52
30,57
17,124
48,111
39,291
6,114
10,264
24,19
26,208
24,284
2,116
3,81
28,254
22,94
29,219
5,270
27,29
31,179
4,162
19,290
40,84
39,268
30,299
46,164
23,31
49,169
1,12
16,28
2,93
20,147
5,18
50,26
40,241
8,29
6,248
42,287
2,214
8,294
48,101
12,264
6,104
32,13
15,189
47,221
45,297
39,137
46,33
32,98
2,106
49,38
47,257
41,183
4,152
16,126
42,264
36,104
1,146
27,284
40,74
20,245
39,258
20,16
12,12
4,8
42,300
22,205
7,162
1,2
26,175
43,264
16,247
17,212
28,221
1,267
47,234
48,199
8,163
49,15
39,150
13,98
50,245
7,283
26,296
48,55
46,131
15,143
21,74
33,48
15,179
45,287
46,252
17,225
49,28
26,273
46,288
18,40
19,5
24,120
2,181
7,296
28,90
29,55
45,179
6,71
10,41
41,294
33,290
34,26
18,161
25,57
39,104
1,257
47,224
21,172
7,8
