ID1,ID2
1672,216
1947,155
450,174
598,72
1919,93
1809,221
1709,219
1045,239
1375,114
1191,293
1199,154
1882,147
1942,198
868,283
1171,55
1685,47
246,7
1674,154
581,226
499,187
1775,206
3,249
1324,41
1522,285
1021,3
556,169
1428,98
1507,162
417,239
1771,208
1093,293
1905,171
1724,96
1669,160
193,265
727,172
542,126
1863,147
1942,211
390,257
1947,289
178,78
665,196
172,34
1173,114
686,255
1833,160
1511,109
1428,111
431,150
1155,181
62,24
939,68
199,29
364,96
1437,281
1907,230
308,201
1717,106
280,139
495,27
1634,300
123,155
68,219
981,186
444,210
1034,12
678,148
1710,295
1333,79
364,217
1946,279
867,20
671,145
1758,228
944,11
1634,192
1849,117
1716,2
145,35
1784,136
791,146
777,248
1393,251
1553,240
1938,51
1957,64
312,148
900,89
1156,15
421,91
674,271
1730,21
1265,187
816,95
453,43
1714,13
1127,253
772,25
1080,141
918,79
1327,18
1566,300
1915,188
1591,64
1624,12
1885,16
608,38
1821,297
962,270
136,228
1953,187
511,105
1485,82
1906,75
78,223
1668,203
205,35
853,219
1274,20
319,285
1656,85
90,233
1714,26
524,165
1025,218
703,167
1938,185
1726,265
977,147
1674,75
289,298
1316,138
416,110
1321,216
1128,87
1522,206
168,8
1026,39
1568,93
1227,29
1760,263
1612,136
492,105
1364,34
189,67
1369,149
818,275
1501,268
1193,152
496,224
790,176
31,124
17,226
22,75
8,177
1954,21
1651,212
149,116
1315,34
341,57
1375,48
1989,207
566,175
1061,154
973,270
1663,222
964,221
1569,35
1445,265
760,162
1371,50
512,60
1026,281
1986,94
1898,210
1172,106
1447,45
46,1
332,129
987,289
882,7
1121,289
436,186
799,9
1836,271
1569,156
1283,58
1054,235
1880,48
947,109
1370,212
314,196
253,186
1507,217
973,283
1685,223
1382,222
463,181
1275,59
246,183
1324,217
479,125
283,250
685,230
1511,43
126,266
415,140
863,7
505,299
150,71
183,19
1201,2
623,25
1819,280
1791,218
979,74
46,135
1870,282
762,76
192,189
618,68
1041,134
750,187
213,248
1990,283
997,64
1016,77
1706,295
201,130
165,207
891,82
1923,229
440,146
1446,75
477,213
227,267
783,256
1421,18
254,141
1159,18
1150,198
840,238
1659,75
234,199
60,275
1524,116
1868,185
444,157
1228,239
34,30
1448,242
1823,119
1754,285
1902,183
1566,234
157,100
298,39
974,93
1624,175
60,167
113,259
1004,201
252,108
847,254
1862,3
492,26
208,267
1839,19
139,167
1006,18
629,31
1823,11
207,42
1809,76
565,275
1759,255
50,95
1781,14
1129,88
1409,142
476,203
1307,131
1320,70
1573,250
219,52
580,31
1806,192
106,111
273,288
1850,6
941,158
330,270
1422,202
952,24
828,217
1105,37
1714,81
832,107
1207,21
1382,22
1850,127
105,273
1836,192
1005,35
1855,205
834,153
1321,271
44,293
1769,138
1984,63
84,106
1003,110
934,276
1126,217
1924,197
1272,271
1450,277
894,96
825,225
1205,217
594,292
800,168
1928,23
785,45
1294,151
1621,280
1352,92
1591,145
1558,197
603,4
286,297
1815,267
1185,100
115,186
1209,228
1799,30
615,243
1449,146
1431,277
773,48
704,177
809,230
1153,40
1676,44
767,233
679,120
780,172
315,72
843,228
1687,95
1021,234
135,141
878,185
1301,288
1368,49
487,300
998,287
588,123
1240,49
1169,105
436,254
1685,170
1463,57
659,3
783,69
1206,172
125,69
1338,291
1426,175
1544,167
625,126
1759,55
1222,116
137,79
849,19
1372,60
1248,290
766,21
1173,116
1770,106
328,24
1338,183
116,141
933,134
1879,278
701,242
949,78
1257,231
486,88
1298,3
1955,273
627,64
1592,184
637,257
1053,172
1476,9
939,70
1916,281
1319,62
1420,114
372,188
317,23
666,140
726,191
1865,235
1758,109
316,27
476,16
1240,183
1868,240
1293,9
1666,291
329,262
1053,293
860,127
1416,116
134,23
1825,284
241,149
1187,256
428,204
623,214
1985,7
1393,132
226,255
1217,135
1497,189
206,276
1293,130
1821,286
659,258
763,86
1575,1
988,204
974,269
1657,299
1202,133
1031,251
453,274
1862,179
761,161
425,212
1517,144
1154,92
906,27
1943,252
790,44
1619,128
201,211
853,100
1059,205
608,40
497,209
1691,189
1052,202
1850,182
1220,15
996,41
1197,31
1794,21
1714,28
1631,259
1001,92
441,169
513,274
1538,216
834,100
242,225
1522,208
1315,144
589,40
406,67
1056,149
698,212
772,161
389,100
931,154
1258,283
399,293
1225,106
996,283
1178,31
416,233
1973,265
536,298
1433,257
239,11
1906,211
1771,252
147,193
1267,224
871,224
1671,85
577,6
568,223
1012,119
901,288
1900,29
752,165
1266,120
1178,44
1861,37
75,182
190,132
1398,47
1470,152
1370,214
167,185
1373,219
179,10
1882,96
299,75
896,65
1685,225
1974,99
1715,104
232,21
218,86
1356,171
509,6
426,8
362,252
1229,66
926,65
12,139
1030,122
1398,289
9,70
1349,104
1139,294
1956,287
32,202
789,181
641,17
1518,61
733,20
1131,295
1071,15
735,66
1929,46
1511,58
248,207
1965,228
905,248
1932,51
1023,240
141,266
1705,8
1435,184
543,17
273,156
166,30
923,9
1888,166
102,274
611,151
1524,118
201,24
127,38
1670,172
784,79
756,246
1353,236
1802,62
1196,23
62,94
1994,3
736,267
1548,182
736,38
212,38
1115,300
1101,136
1871,54
641,151
1816,118
489,23
1747,18
814,79
1039,197
937,149
648,46
501,262
754,213
358,213
1522,21
1656,250
379,272
673,224
962,98
1848,191
189,111
208,161
772,203
1556,19
642,93
807,160
402,111
770,278
520,103
1695,70
929,42
1457,198
175,105
656,149
931,88
749,111
1418,206
545,281
1927,83
746,42
911,146
1797,202
1186,85
140,3
1031,211
1884,127
2,298
1251,214
1521,38
1144,88
560,37
1336,258
1952,261
992,219
1207,144
573,235
397,275
484,163
792,50
1375,105
957,117
1425,222
189,245
1625,24
852,37
1294,153
1762,258
716,176
1866,86
1114,222
737,235
1609,164
1158,228
1116,231
1468,161
1757,35
86,130
320,68
1963,140
688,235
727,163
1269,217
209,237
369,189
1489,220
1879,146
1516,94
186,253
1576,108
1989,277
1273,107
1493,110
1785,218
1537,153
100,186
475,63
898,166
1981,278
718,235
322,235
1048,110
676,238
1199,279
574,190
1257,220
847,56
40,256
1588,239
1756,52
157,23
933,15
468,181
1593,290
1023,174
51,41
1141,129
1930,60
1264,236
1756,173
823,5
1162,188
9,17
1888,100
1029,73
1497,178
1252,118
393,128
522,13
439,244
687,80
150,141
733,196
1691,165
750,136
1517,12
1930,181
419,265
1976,297
1580,68
289,155
275,257
624,145
643,195
1763,189
1749,291
1219,62
1573,65
1036,126
714,75
62,149
631,77
1751,71
548,42
1547,12
1337,202
652,136
187,265
784,255
1959,222
99,152
1601,248
1628,122
976,196
439,257
1411,124
1980,281
1531,189
1207,65
1434,256
152,163
1129,145
229,154
1409,199
1725,176
1059,86
252,286
1587,242
1714,17
1411,245
791,271
1193,22
615,45
1198,137
1968,18
1221,269
30,294
943,261
272,93
1540,251
1209,151
1061,24
920,48
1121,38
515,228
1313,208
36,230
723,150
1425,156
1452,259
827,207
791,284
744,172
334,45
91,287
848,266
17,109
1646,246
1068,269
1376,156
691,53
1026,272
54,112
1611,144
1993,209
515,241
1734,214
586,121
1324,87
1494,269
704,113
1117,282
822,105
505,169
992,287
1377,98
862,177
1949,260
1278,92
204,177
1794,157
553,65
1158,175
404,238
1465,103
1060,283
61,249
1484,52
1203,39
630,177
148,137
1695,272
308,126
850,180
762,67
1675,34
1224,98
1988,265
764,113
769,228
1462,155
1701,171
1084,239
762,188
674,75
1386,52
995,130
1765,48
336,201
308,139
1340,286
1950,215
1587,163
1372,238
995,251
1518,63
819,291
425,135
1509,243
1146,191
227,150
939,127
273,266
1434,69
1379,133
1640,174
201,134
1395,114
643,250
132,34
1868,297
233,86
720,204
1050,79
398,153
26,281
623,271
442,196
1094,122
1636,176
227,271
1333,138
460,250
891,207
839,17
132,155
641,32
1546,138
1661,125
200,30
608,84
136,274
626,138
934,25
254,266
1952,8
97,282
749,208
1616,59
171,268
735,81
647,197
1399,61
1272,20
614,20
928,210
1087,203
242,148
1549,5
1031,79
310,282
1512,123
120,158
832,98
224,215
50,99
344,280
270,102
421,271
869,138
1705,144
1790,188
1492,265
480,33
210,172
1205,208
508,280
1273,83
310,295
1994,139
376,97
276,159
1195,163
1685,27
1905,30
1583,16
1198,205
89,3
1068,95
66,56
998,36
965,88
161,293
496,283
1671,21
298,298
917,47
600,111
374,293
1998,86
542,106
79,116
1392,47
786,237
610,277
1551,40
1748,96
1775,199
182,244
443,285
517,234
61,183
396,173
883,291
1521,282
1736,207
1438,284
1257,209
1672,222
271,178
505,116
1680,46
1069,158
1900,86
193,258
1715,269
1266,177
1104,115
1150,2
1222,107
267,180
1428,212
1345,214
1675,89
1157,163
1895,92
1028,12
1261,220
1426,287
70,16
1907,102
1282,279
322,237
179,188
146,11
1271,120
164,28
1022,59
972,238
141,81
172,148
1622,54
1467,180
1990,221
782,77
713,243
606,117
1511,223
726,182
1676,290
528,197
421,71
192,248
1188,243
665,202
1344,231
356,90
1536,172
650,79
306,269
521,194
400,133
1668,62
620,136
1131,123
1147,67
990,120
30,41
1532,174
1344,123
893,187
103,31
1650,166
1825,167
791,139
1883,108
1520,56
317,256
1726,124
14,218
1318,70
451,256
624,147
1400,139
1964,181
467,200
1446,255
379,87
2,100
1379,201
124,211
1390,67
201,202
1235,193
550,90
1670,121
1711,122
104,269
1612,116
1820,294
1765,129
1429,143
937,206
703,39
684,26
1850,173
749,155
1124,69
1258,32
69,167
922,83
760,21
1797,17
1119,139
249,219
175,41
1341,188
326,210
834,91
1899,186
1591,70
1389,84
57,170
1889,141
1034,152
1718,259
1855,264
339,4
1357,253
531,211
1780,90
1866,130
1410,264
207,235
1621,218
265,176
320,112
1404,220
91,60
1775,133
1968,33
806,271
85,245
286,235
1406,266
828,289
1970,79
547,47
156,125
1974,198
871,107
348,66
1891,200
494,120
380,284
17,232
1352,151
1200,282
1967,195
979,54
1373,210
695,295
1667,162
1947,216
73,248
664,164
1005,228
958,116
862,179
177,76
512,66
685,223
470,69
1865,39
1562,267
767,292
533,125
618,169
637,182
86,79
1729,151
521,236
438,238
1067,180
1268,170
1106,108
1056,287
1359,59
1768,227
753,249
1460,111
775,8
1127,167
1999,96
1844,222
1916,98
1021,185
754,70
570,249
1926,291
418,121
1629,270
1180,178
560,241
577,144
34,131
1247,124
1511,170
1356,296
1731,173
726,129
60,39
1180,70
1541,49
1298,291
527,148
613,188
213,254
1938,99
452,270
983,135
1143,124
196,21
578,86
638,137
757,88
1758,168
569,266
252,101
1041,261
282,209
1806,64
854,142
1800,286
413,140
1929,171
303,268
928,91
1827,123
41,39
228,94
1862,117
800,27
153,216
1710,248
920,92
1501,74
279,32
432,274
1348,246
1816,122
1931,72
1499,186
709,30
217,93
1066,267
1570,66
455,150
1663,28
18,112
620,217
1418,197
1337,272
242,271
531,145
1899,12
1711,190
756,263
1579,7
1006,145
1699,72
188,156
59,42
1528,190
1385,141
1734,29
1642,211
406,234
1598,141
323,236
739,151
1047,267
1845,18
380,218
628,54
1729,72
573,118
1775,188
397,158
297,220
1522,267
880,46
1387,79
98,239
924,52
1579,249
1799,23
1195,286
1303,85
1212,226
600,113
416,292
853,293
639,41
80,77
773,41
1079,47
1273,98
156,72
1102,216
87,238
706,216
1914,94
1845,260
1220,208
986,41
609,283
58,180
1283,227
1365,37
1563,281
603,239
1745,29
695,242
643,52
1056,221
1405,109
560,54
1215,214
329,121
375,237
494,188
461,11
1453,271
1968,222
1324,157
644,132
1282,160
225,185
51,261
1909,29
1766,209
1028,243
1941,210
1905,287
1669,276
1030,289
1374,99
1030,60
1453,163
1847,282
1888,91
1566,40
616,191
1810,171
1414,171
1882,276
1271,122
252,143
1243,289
1224,47
954,186
238,16
1578,279
659,9
865,114
414,178
823,117
116,255
625,132
955,7
726,184
1629,217
944,114
849,254
1592,298
1055,130
1793,59
1953,48
731,235
153,258
1113,300
824,197
1025,187
1187,20
1011,60
782,200
1929,105
1543,298
1353,174
990,122
1661,290
1881,293
599,200
888,74
728,85
1985,121
837,28
823,130
601,17
377,272
1571,252
1805,190
1046,138
32,274
247,199
2,102
48,218
934,82
1094,71
1080,136
617,146
1259,138
782,213
565,215
913,144
1811,62
388,30
723,249
145,272
1890,126
379,210
1788,78
1177,190
1325,88
915,190
538,203
1691,182
1168,141
1966,121
1355,196
1212,147
601,259
97,231
876,198
312,156
1110,136
661,44
1418,23
1855,24
1445,126
1619,13
600,34
1202,139
1522,80
319,51
938,29
1540,134
492,208
1559,147
1378,72
459,31
263,156
1892,293
323,170
1671,65
78,110
69,290
1896,183
237,103
622,210
589,33
809,265
1559,268
189,291
1080,270
901,39
610,92
1121,42
1616,250
193,181
989,88
1720,78
1450,217
517,278
66,113
1375,43
186,178
184,105
579,109
1818,91
1107,265
158,52
1192,43
1197,158
498,120
1489,266
1172,101
748,268
473,63
982,206
1019,273
1160,212
45,296
945,58
898,212
1905,100
1472,218
1269,155
1054,230
1986,210
520,296
1428,148
863,110
216,299
505,173
1234,282
1266,234
829,4
405,171
534,56
1255,112
864,227
19,135
244,253
192,63
1097,169
1111,104
1666,97
618,171
766,69
370,69
697,235
1893,224
1134,172
944,48
1661,103
733,13
144,143
1049,249
713,300
1291,48
644,200
905,241
1543,232
146,189
239,151
32,87
1238,121
930,5
720,195
1446,70
613,69
558,133
632,82
907,21
1724,280
7,30
530,71
851,126
1985,55
689,64
1613,183
1673,234
1464,60
1538,9
1634,242
930,126
1923,116
1849,167
995,255
236,203
692,254
1041,142
604,141
185,157
601,72
969,239
854,23
946,255
146,202
1610,6
321,203
1582,173
44,154
118,103
1670,57
971,19
728,32
585,249
175,85
1985,297
1837,170
309,85
1594,183
1668,132
1112,143
568,16
854,144
1533,173
881,247
853,148
1932,178
911,126
1238,255
816,266
1210,193
1061,70
1603,124
1080,83
111,221
1619,68
578,101
1665,184
834,27
1610,19
1339,199
1397,140
1906,246
1751,143
1429,92
904,207
1616,184
1112,156
193,115
1024,43
922,32
1175,212
1730,205
66,47
813,210
288,96
1346,215
119,58
716,48
1996,297
484,156
1838,125
556,32
360,120
602,148
1593,28
799,167
1033,105
1528,84
972,95
1822,36
344,297
889,97
182,235
1123,35
704,51
1292,221
165,2
1667,98
973,212
1468,154
100,58
931,215
191,176
688,228
89,128
80,79
1296,47
630,223
1526,280
651,282
899,118
799,180
95,64
609,56
1586,267
1030,49
1283,229
685,280
1764,273
88,61
718,228
831,105
1681,275
1262,291
1396,291
692,175
1504,90
1685,165
477,21
986,164
86,136
72,201
1297,285
586,193
873,223
295,246
1150,6
933,237
234,7
1576,114
951,62
715,14
701,116
1821,147
1955,147
269,193
604,183
893,57
1650,36
1743,227
1164,291
768,291
201,180
456,204
946,68
1051,121
1400,9
1661,50
257,260
1289,178
1925,96
1347,119
1555,297
1536,55
1259,6
166,78
1016,248
1888,214
821,9
1263,125
745,199
476,11
1959,94
151,214
1763,182
715,27
236,29
1347,240
455,73
529,22
240,148
248,268
495,145
784,19
173,94
333,83
756,186
1319,299
821,22
647,135
69,158
96,32
490,151
605,138
550,202
1577,5
911,181
1274,4
1353,297
508,205
1513,20
1631,241
444,220
277,43
268,223
1806,13
92,263
152,277
386,215
69,279
1841,236
215,104
779,146
691,33
1172,77
112,97
164,287
855,141
1089,79
529,156
1919,11
223,49
1202,141
1730,260
1568,198
1117,33
115,223
1746,241
846,213
1979,183
133,48
1561,195
931,28
1132,18
1693,85
1949,11
1486,21
1269,23
806,33
1494,141
1273,142
1070,42
827,92
1088,96
1382,85
334,159
1473,203
1024,111
977,36
633,226
1216,281
1558,247
1183,104
341,54
1870,253
1988,245
1477,29
1974,81
1864,209
1294,93
31,242
91,293
1178,147
1706,266
1150,48
1618,153
1387,257
1375,166
690,63
1648,32
51,76
1718,276
40,183
1146,50
884,50
507,63
1109,168
295,180
341,296
1736,266
734,227
1768,218
1454,287
838,55
1275,56
1280,171
1858,148
1266,7
273,17
512,299
933,63
1157,222
1083,236
940,224
1941,38
260,199
53,135
342,9
942,4
451,181
570,132
1428,163
1254,10
393,176
1331,230
1460,115
90,138
1215,284
1545,159
819,55
26,153
1853,46
1261,171
1696,99
870,20
1131,290
634,9
1513,62
1372,123
613,71
1752,115
678,200
626,10
879,190
1168,64
53,148
414,127
419,205
1423,290
1335,177
944,63
1953,226
1853,288
428,146
37,261
1143,128
1217,77
297,77
1032,297
591,29
1830,11
1064,249
1554,113
1975,106
1705,16
827,13
1704,57
152,103
568,18
1744,129
1890,183
1984,47
1265,131
1411,185
29,154
1020,34
791,211
992,201
78,275
601,87
821,90
17,36
1390,247
1216,94
127,167
66,157
198,47
1383,207
271,37
651,29
1864,22
991,97
1151,86
1822,25
1605,27
966,40
1656,258
1535,197
520,219
635,206
1815,22
1075,212
1887,127
175,221
1598,24
1607,258
1908,186
719,284
1178,81
1197,94
1697,151
709,276
616,48
561,112
1843,205
822,153
1988,300
1854,71
1014,94
1663,274
1556,148
91,119
1789,90
347,45
1734,154
1109,102
718,217
1535,210
93,128
382,2
387,117
170,119
1821,15
202,300
128,122
1160,269
1294,269
320,292
301,50
86,125
1748,210
237,294
526,168
787,172
424,120
1549,266
1456,38
1373,269
313,289
743,102
1322,223
150,2
1270,33
1803,267
1710,39
1822,280
361,185
1553,92
1657,149
905,285
1676,162
1805,47
225,297
1680,52
1055,229
852,166
1972,160
1999,34
172,141
884,118
180,2
1655,224
856,285
1627,162
1062,124
146,125
1125,180
1171,296
1909,262
453,16
747,5
1793,50
1127,226
488,239
39,147
777,113
1649,42
694,78
1235,173
1703,278
1359,239
461,257
1099,19
1682,111
1976,292
842,134
418,72
1414,296
1321,68
1615,286
187,139
99,26
897,6
1270,288
967,250
1972,294
1617,66
1421,191
1756,181
997,129
28,267
633,81
1027,237
1202,9
159,198
770,86
613,139
915,181
1209,133
138,260
941,89
1040,68
830,258
1601,135
742,145
1480,74
1598,66
1006,191
87,150
813,25
758,89
166,214
325,207
1211,71
1486,10
619,159
1045,38
809,27
1336,187
1,2
1248,74
1804,63
45,45
1707,130
1519,79
600,38
996,38
1450,208
297,37
1940,72
806,143
1334,262
1200,33
1903,190
24,107
676,33
1199,74
1776,85
526,210
1505,265
1706,26
209,45
603,164
1604,15
1026,38
1912,131
695,167
1593,85
1975,187
1919,255
1761,83
1558,20
1081,95
1012,224
1433,254
198,7
1507,203
827,215
968,154
1405,155
794,267
987,167
706,154
615,295
1864,211
697,105
438,110
1773,29
1384,217
778,178
1741,262
1152,96
371,285
1262,227
1303,36
1941,27
871,113
1817,257
1743,42
359,167
1049,119
75,179
1599,263
61,244
699,6
1758,27
431,191
1358,56
577,245
1261,160
232,247
1907,271
570,242
518,52
1335,45
201,116
487,244
1851,110
426,234
197,145
995,125
1256,166
664,291
783,242
530,62
361,253
1536,220
1462,42
810,116
736,130
1250,122
1860,51
5,96
1956,284
1125,127
1675,271
1372,233
1518,287
632,194
530,183
34,16
953,20
1636,50
1030,240
1286,166
842,189
212,22
1203,168
936,53
1712,274
895,15
1805,236
1703,225
1510,59
844,235
467,19
269,263
1724,284
309,76
890,58
1795,164
1492,126
1915,229
1120,254
1013,128
44,266
1945,108
849,205
1862,110
1196,249
1793,239
1719,61
967,197
1020,23
694,267
23,99
331,215
1855,70
1318,131
826,194
509,258
517,82
944,186
1219,125
214,44
962,203
529,92
802,187
1996,167
1082,12
1362,295
1142,26
85,280
1422,80
489,141
1728,123
175,210
1952,16
1993,17
1864,132
1822,135
196,269
1626,260
1197,83
605,208
333,274
1852,14
71,274
1494,77
855,90
1130,29
464,205
1598,134
1787,70
1465,19
1341,249
1179,150
1991,65
265,224
936,200
380,211
894,203
1505,91
1026,93
1769,137
313,157
406,119
1994,255
1438,266
478,224
1324,137
1398,86
135,6
1678,140
304,229
574,53
290,294
1257,83
1551,35
389,273
1215,86
482,235
105,285
1963,245
1500,218
581,214
1734,156
1880,210
248,4
1084,276
1428,86
643,45
1882,27
156,186
1157,37
769,157
366,181
1412,263
493,222
1888,192
1590,269
1750,258
1051,220
225,178
555,53
519,130
183,181
343,170
1551,48
1322,225
1652,100
1542,228
1944,208
287,238
768,53
405,1
969,43
1167,287
551,55
1657,151
234,119
487,299
583,7
1560,218
729,61
1983,92
541,10
747,115
563,294
315,192
1724,97
879,5
958,298
347,181
1291,215
773,289
83,71
1946,146
1965,159
1951,224
1629,210
514,294
151,205
352,195
481,80
104,130
1835,49
49,194
1331,287
351,7
1256,113
1476,116
1113,64
1813,152
1409,62
1863,269
627,292
1728,44
48,90
1242,70
777,236
634,187
1723,114
1043,126
1418,3
1893,296
1208,193
1538,68
1335,5
1992,275
803,144
907,201
1732,55
1126,16
1038,132
1781,176
1896,163
936,121
721,196
867,250
69,41
289,273
1390,62
490,34
591,86
1119,242
897,129
1738,250
409,82
1443,73
832,148
510,134
1434,253
1253,178
97,224
964,75
1010,191
894,245
932,271
1348,186
677,18
985,134
1117,24
1103,126
695,35
1218,76
772,255
1938,173
1850,60
224,157
1170,35
36,106
719,99
825,266
1926,18
214,112
1802,248
1387,6
621,207
1397,199
390,45
1336,189
887,97
307,276
670,99
17,214
1151,143
1646,122
1357,19
402,284
1013,209
1283,33
314,171
1889,257
1345,130
1565,133
1157,79
1974,72
1445,253
149,225
672,37
732,51
140,176
809,271
327,2
1581,262
640,233
1257,138
1768,88
753,110
706,35
288,47
114,123
77,241
130,104
1931,267
198,238
1111,205
822,102
1465,208
1116,54
563,107
1220,148
1275,47
1361,87
573,300
1586,205
1371,280
1137,113
1687,28
861,178
190,10
1351,42
1167,221
1026,282
1067,283
262,115
778,180
1717,136
984,285
1942,254
357,123
1766,28
150,59
563,228
1146,283
1063,285
1467,109
639,223
699,8
415,249
234,174
454,177
354,239
808,180
835,283
338,2
21,295
852,223
1490,214
1872,50
1407,216
829,239
777,49
254,8
1742,206
1990,42
83,126
28,190
1511,44
1079,121
1386,278
1890,40
1881,220
1358,179
618,177
236,75
1738,171
544,191
7,252
1261,283
1784,287
1481,286
1118,234
1770,160
1916,214
1682,47
1553,162
1332,163
551,123
124,19
1712,155
1934,268
1120,243
305,67
995,248
250,131
525,70
819,288
169,206
136,29
1972,230
860,60
1231,232
1594,55
1506,171
1571,71
151,273
696,73
1293,63
814,65
1719,171
442,193
227,268
736,145
395,81
455,132
1071,135
1740,230
1279,20
1936,290
453,207
87,86
1154,25
1025,140
1066,141
1198,297
895,259
1762,110
446,204
14,281
633,30
261,158
467,263
489,22
869,243
164,225
695,90
478,92
249,269
964,22
279,148
1008,28
1772,195
490,102
880,28
200,40
816,272
864,20
1507,126
1411,189
640,275
1314,256
1355,257
64,115
716,41
209,210
1288,203
402,110
374,277
1260,141
200,161
1535,80
420,164
291,279
492,269
334,97
1729,67
1514,142
1789,81
1178,193
894,205
443,269
1158,214
514,149
800,277
1234,209
991,222
380,105
256,298
727,149
572,275
484,162
1255,39
1709,209
1998,83
1079,42
332,293
588,219
533,283
982,146
1749,22
1553,83
567,52
383,231
512,116
88,54
1965,27
1088,168
1229,107
1564,97
1905,161
1688,163
1514,276
1412,265
875,289
42,288
116,237
942,50
1283,114
157,9
262,62
1777,97
1254,56
454,3
1969,38
269,186
1289,50
1201,166
1798,156
461,127
125,178
1627,274
1773,99
584,234
1585,48
1576,228
1932,92
1213,176
1377,284
833,120
62,14
442,6
669,197
1448,164
1608,153
1319,279
1737,38
617,7
782,74
1379,64
1062,128
1318,54
148,202
454,245
1703,161
46,191
1615,48
352,197
1224,163
1895,102
733,74
865,230
1168,2
516,76
562,192
1231,287
1902,226
1250,300
1131,120
1869,49
157,143
358,133
1643,231
476,125
1152,179
770,77
1372,182
1499,223
1774,162
888,69
934,185
684,10
488,135
92,135
937,190
1924,106
231,213
738,246
476,246
550,195
1376,8
1793,296
907,203
1498,119
1985,237
1534,72
928,262
1619,116
705,190
779,139
1610,67
321,264
214,101
1439,185
1205,18
365,270
1788,73
76,167
943,18
282,272
629,87
904,26
1979,55
1239,16
1431,186
605,144
691,147
932,273
1375,25
1306,191
38,33
676,24
957,37
1975,57
1920,121
909,262
1817,114
737,155
589,28
938,145
1931,135
809,260
1788,86
103,283
323,286
1617,204
1005,91
1836,248
1280,30
1558,11
1343,86
1200,37
965,140
998,88
1667,146
1345,132
478,281
712,219
566,165
1565,135
1465,197
670,222
