ID1,ID2,writing_year
964,582,1954
565,836,2009
514,1285,1966
228,662,1959
343,1403,2006
1000,1178,1958
673,783,2010
487,135,1995
686,1247,1978
85,1781,1988
665,141,1965
133,546,1998
635,1696,2017
100,369,1963
907,1889,2011
148,1083,1967
143,739,1962
86,205,1991
838,69,1984
466,197,1983
760,415,2010
435,847,1973
228,783,2020
419,85,2012
598,1548,1994
847,1057,2016
319,672,1980
532,1948,1970
328,1135,1994
452,1430,2014
460,1291,2015
696,1827,1978
197,157,1989
835,185,1968
255,364,1950
72,162,2002
784,893,1965
70,89,1995
765,614,1978
85,855,2020
181,563,1972
654,1012,1995
57,793,2015
339,1674,1966
34,1075,1992
646,141,2015
334,778,2011
535,539,1969
285,1559,1951
975,316,1990
594,853,1982
303,152,2013
411,917,1962
753,617,1972
997,1243,1969
576,432,1966
230,1781,1968
49,1440,1983
823,80,1952
681,899,1970
657,276,1954
256,1918,1968
686,1731,1950
438,1666,1964
381,866,1996
286,1797,1960
996,1139,1988
201,1201,2006
237,858,1964
970,1675,2017
63,1725,2001
459,1725,1953
416,1089,2015
581,668,1997
264,466,1993
307,1856,1959
928,217,1980
368,789,1989
5,471,1996
639,1777,1982
787,1675,2008
135,1749,1991
615,925,1986
107,1916,1964
551,1435,1993
685,1664,1997
785,848,2007
616,1793,1995
843,789,2012
825,1149,2001
954,1788,1990
653,399,1981
16,1276,1999
864,848,1976
728,1216,2017
167,920,1984
526,35,2010
101,825,1969
976,500,1977
665,638,1988
398,523,1979
809,94,1983
802,1138,1977
888,387,1950
502,351,2001
100,48,2014
883,1211,1980
239,651,1984
15,1172,1954
25,399,1989
255,861,1984
809,215,1961
721,1563,1976
802,1259,1984
650,636,1957
225,1921,2007
660,1849,2018
178,1809,2017
995,1573,2020
826,569,1985
1,1358,2007
644,3,2001
155,1044,1962
243,1416,2018
633,1571,2009
977,1381,1991
531,1560,1993
982,35,1962
839,1447,1999
211,1878,2016
871,167,2018
733,1694,1999
549,1873,2010
901,1507,1965
287,1873,1952
37,1927,2005
276,1455,1976
624,475,2015
725,1052,1966
184,405,1989
86,1065,1990
566,470,1971
654,354,1951
125,993,2017
880,1340,1960
849,1990,1970
682,1584,1959
890,338,1997
922,290,1993
11,369,1985
301,1111,1973
361,1125,1964
789,111,2015
171,1001,1977
943,1746,1979
855,1633,1977
182,601,1967
435,781,1972
355,529,2004
675,1702,2005
871,1348,2017
86,1307,2017
836,78,1955
543,765,1977
393,1989,1962
158,136,1954
426,1119,1999
415,435,1971
370,1187,1965
86,1428,1965
70,1191,1966
419,1079,1951
18,506,1968
247,1238,1987
970,1367,2008
839,884,2008
918,1931,1967
306,155,1996
684,1764,1952
830,1064,1980
930,1002,1974
384,1243,1967
217,837,1993
733,1131,1969
559,1769,1958
182,1782,1994
27,1908,1964
506,1842,1953
652,1179,1974
688,607,1981
237,671,1994
624,1080,1982
367,1949,1968
162,497,1950
965,592,1994
523,210,1994
862,1662,1959
970,670,1997
139,1038,1969
254,1025,2017
944,11,2002
985,1998,2008
92,963,1995
491,443,2010
821,1072,1957
375,497,2016
203,1962,2003
292,728,2001
471,959,1970
183,1495,2010
40,1446,1982
482,1791,1992
318,902,1987
715,272,1959
124,1265,1991
597,1485,1980
683,505,1960
789,1426,2020
653,562,1975
204,507,1965
142,1844,1976
436,1796,1987
709,1137,1969
310,1391,1957
77,1863,2011
781,1952,1984
172,410,1985
428,336,1983
488,387,1978
524,44,1968
211,1570,2010
818,33,2002
993,788,1997
231,236,1957
199,1452,1991
534,1442,1958
656,1139,1999
46,1853,2006
332,1981,1960
705,1260,1986
772,267,2019
223,991,1984
433,572,1950
457,929,1978
935,1722,2002
766,1913,1950
731,1434,1985
230,1152,1960
89,1930,1980
846,1155,1966
519,989,1975
890,1427,1957
312,1450,1974
830,393,2017
759,1910,1976
353,1222,1999
432,1515,1951
134,626,1980
370,408,2006
123,1928,1950
68,1992,2013
586,935,2014
245,642,1970
885,36,1957
441,288,2011
104,1686,1980
483,1453,1965
968,973,1970
202,1174,1966
732,1928,1975
377,1700,1954
907,468,2014
922,1271,2011
134,518,1968
863,1859,2002
892,1099,1952
264,776,1988
293,245,2009
499,350,2007
609,1979,1951
996,402,1986
693,1384,1997
478,1230,2016
538,1281,1977
956,1794,2015
689,1679,2012
883,232,1969
564,1913,1988
242,1633,1993
827,337,1990
278,1061,2013
367,581,1951
520,1577,1984
59,236,1983
876,458,1995
186,1472,2005
599,1641,2000
530,1807,1964
31,137,1976
177,191,2007
863,933,1956
634,1864,1999
541,653,1999
64,1482,2007
733,823,1950
888,468,1968
406,428,1980
86,1241,2012
514,227,2006
748,165,1961
388,1579,1985
527,1886,1998
699,946,1956
380,412,1951
738,645,2002
317,63,1987
914,53,1977
482,1591,1987
814,869,2014
389,1400,1953
283,1647,2016
99,1826,2018
400,1000,1975
164,1955,1978
878,1298,1956
535,407,1983
554,420,1963
165,1362,2008
89,320,1991
429,425,1959
162,310,1965
306,1486,2010
471,1590,1997
667,1236,2004
739,587,2003
960,1229,1961
554,541,1953
853,608,1973
858,952,1984
753,1424,2016
348,1604,1960
563,1529,1956
193,1730,1983
766,1134,1986
907,844,1974
867,1940,1993
924,259,1972
548,911,1973
98,1843,2002
387,1488,1976
297,777,1960
82,1606,1981
710,946,1986
536,1022,1962
894,767,2020
510,1824,1950
801,310,1961
780,1419,1954
389,1534,2000
346,669,1950
863,370,1953
522,77,1962
145,90,1970
840,1406,1976
257,331,2013
537,1368,2003
661,909,1980
160,1381,1992
499,618,1955
187,1255,1952
777,303,2010
863,1538,1972
925,201,1996
188,1894,1999
288,1603,2018
718,662,1971
389,1655,1959
67,1604,1972
542,436,1953
337,970,1967
101,693,1996
364,1561,1954
706,544,1994
644,1615,1998
960,1592,1961
748,1709,1977
82,1848,1960
101,1861,1995
854,378,1999
596,1840,2008
219,1099,2009
451,439,1976
179,734,1957
84,1140,1968
562,1438,2011
856,1656,1964
161,865,2004
522,90,1972
606,1481,1987
33,1848,1958
444,399,1981
826,1255,1963
643,1777,1978
693,1894,2004
488,442,2016
486,1564,2007
429,801,2011
580,1199,1974
55,294,1969
349,512,1999
263,1263,1987
460,1548,2005
446,1384,1980
831,1720,1967
256,1223,1974
259,740,2006
395,106,1956
300,1037,1995
826,329,1958
738,445,1952
394,1867,1968
490,343,1989
513,1266,1953
967,682,1989
941,1447,1958
366,987,1961
834,1092,1980
385,1983,1974
920,341,1977
587,168,1981
158,1977,1960
867,222,1988
777,1726,1959
204,1864,1950
622,391,1984
178,643,1962
680,1564,1973
432,1462,1993
98,125,1964
922,1326,2017
96,1513,2009
523,1580,2017
136,417,1981
495,1747,1961
476,1505,2018
262,987,1961
888,1678,1982
353,122,1968
838,1857,1965
767,1159,1985
309,1513,1991
727,40,2010
345,1924,1983
216,1056,1957
233,471,1982
126,79,1992
189,364,1967
77,1126,1951
244,71,1982
433,990,1950
596,230,1958
346,1516,2017
521,56,1979
536,593,1976
598,1242,2017
262,61,1991
181,136,1956
592,1693,1973
537,1757,1988
110,1653,1972
172,1070,1985
234,1985,2014
545,1581,2009
901,462,2008
773,1216,1991
606,810,1977
100,184,1991
146,825,1989
119,1594,1986
642,1635,1998
208,656,1950
256,1599,2017
323,606,2005
280,7,1979
278,1129,2011
890,690,1974
331,955,2010
222,1951,2019
681,1748,1951
108,654,2003
632,1068,1952
717,883,2002
739,642,1964
501,770,2017
714,1817,1968
141,198,1962
941,776,1984
521,190,1977
137,1476,1989
725,1646,1996
104,1070,1979
520,719,1993
557,1015,2017
230,657,1973
8,1776,1966
569,86,1987
598,558,1984
773,1579,1952
135,1322,1961
563,537,1995
866,309,1983
28,1196,1977
389,421,1952
585,67,1980
716,550,1951
421,1127,2011
357,1371,1996
338,1129,2019
262,316,1987
623,1490,1986
1,689,2015
168,1620,2005
725,720,1959
130,1365,1955
620,1192,2005
687,199,1986
782,1254,1997
929,1947,1992
55,1154,1986
359,370,1964
156,1731,1957
307,1900,1985
892,604,1986
928,261,2006
264,281,1969
193,1798,1991
841,787,1979
743,252,1953
521,1371,1954
144,1613,1961
59,1017,1957
687,320,1977
47,1680,2012
812,1254,1964
927,1241,2001
717,199,1995
273,451,1982
627,1245,1969
21,1664,1969
773,545,1953
219,1154,2000
988,204,1980
817,322,1951
63,614,1956
930,199,1974
584,1777,1975
876,1131,1963
74,1675,2005
382,1562,2015
495,1439,2001
238,1554,2010
389,1952,2005
477,1570,1992
537,389,1970
962,1090,1976
216,977,1977
968,612,1951
147,1106,1957
176,1844,1985
116,1564,1957
412,394,2020
298,1046,1989
788,910,1950
867,1203,1989
294,1570,1998
669,693,2006
172,641,1974
605,1203,1962
101,1929,1963
210,115,1994
208,1503,2014
796,1673,1979
992,1090,1980
128,756,1967
174,872,2007
51,1933,2016
323,177,1996
648,462,2009
202,1873,2005
458,1799,1973
425,1622,1957
659,1560,2004
84,1329,1953
5,770,1955
242,454,1996
328,1689,1997
779,164,2005
334,1211,2001
413,1504,2016
613,397,1962
297,1329,1964
815,989,1969
729,1740,1959
961,1080,2016
381,10,2000
611,701,2011
748,1201,1995
791,1571,1986
245,1812,2020
657,1985,1990
827,447,1998
555,1974,1960
161,128,1967
85,1530,1952
589,1329,1984
389,221,1981
23,423,2011
157,652,1992
984,1104,2015
669,9,2018
476,634,1970
438,113,1967
1,1307,1952
233,647,1953
257,1004,1978
735,1797,1967
933,55,1997
191,1404,1996
222,717,1977
265,1353,1998
480,1278,1986
258,182,1973
924,6,1992
846,581,2004
505,59,2002
489,1512,2018
878,1287,1984
231,722,1951
898,219,1971
411,1821,2020
729,935,1983
113,703,2014
106,1710,1989
672,172,1975
775,1051,1962
140,540,2001
417,1114,1950
922,1744,1993
31,1307,1976
214,1657,1988
496,589,1997
6,496,1973
745,1064,1979
79,1240,1970
506,1307,2015
495,889,2001
314,548,1975
367,1872,1954
584,180,1987
914,55,2000
828,540,1952
905,6,1964
643,6,1970
192,70,1950
417,417,1973
534,1002,2011
279,483,1966
160,1020,2015
409,1990,1979
366,371,1952
968,1459,2000
345,19,2015
503,605,2000
618,1346,1953
35,1025,1990
114,1318,1993
48,964,1976
667,1467,1953
932,1950,1965
279,833,1988
836,1424,1971
8,784,2016
471,545,1992
177,327,1970
785,1873,1962
565,143,1973
336,320,1992
265,1608,1964
812,20,1963
690,323,2017
935,356,1956
235,682,1999
503,1665,1983
241,204,2000
7,37,1973
793,946,2008
41,1082,2008
438,489,2016
850,433,1969
60,277,2005
633,1896,1977
347,1539,2016
557,1083,1999
466,1490,2014
321,318,2008
777,1123,1987
192,204,1975
66,1785,2003
881,1180,1958
628,734,2016
512,788,2015
610,1885,1957
460,369,1972
921,1252,1996
630,551,2016
454,554,1999
278,1789,1997
801,1830,1954
395,913,1955
183,734,2018
121,1842,1964
118,110,1970
355,1780,1986
9,1372,2013
680,1311,2020
413,967,1996
829,616,1954
954,1779,1962
699,506,2019
64,1981,1974
728,978,2005
208,1437,2002
442,1375,2000
215,164,1980
830,437,1968
522,321,2003
842,1723,1984
798,1653,1999
342,619,1976
757,1386,1983
323,111,1953
495,1386,1978
498,866,1957
651,1899,2017
381,52,2009
83,395,1965
943,1024,1957
134,1380,1982
189,1050,1973
256,57,1983
925,1613,1968
175,1152,1976
221,1268,1996
381,1220,1984
169,812,1955
971,39,2009
391,1679,1997
860,437,1955
705,1088,1955
541,1623,1979
981,1895,1959
737,1040,1951
88,631,1979
325,278,1952
110,353,1959
330,393,1971
693,970,1952
636,1631,1994
132,408,1971
100,870,1961
566,340,2013
917,1092,1981
843,914,2014
435,1577,1972
479,866,1969
752,1964,1981
363,691,2003
594,294,2012
805,743,1952
822,158,1957
533,55,1953
130,1099,1970
362,173,2007
105,517,1981
154,409,1999
806,335,1973
106,1415,1994
923,1674,1972
515,1583,1968
870,993,1991
142,291,1964
832,243,1991
541,1757,2016
329,117,1979
33,1287,1966
251,463,1975
564,923,1989
277,1418,2005
344,425,1994
901,1511,2003
852,1097,1987
618,930,1956
181,138,1975
274,1120,1975
855,577,1961
399,1529,1977
371,235,1970
973,340,1966
639,989,1964
890,571,1968
85,1598,1988
909,584,1976
84,1639,2006
886,829,1975
206,1070,2007
22,495,2014
218,141,2006
169,1188,1985
711,1242,2019
957,480,1962
678,1065,1992
535,1282,1999
449,1996,2012
992,703,1994
809,1750,1990
335,847,1970
218,33,1972
101,1434,2018
995,893,1971
43,675,2010
874,603,1978
89,1545,2014
204,1303,1985
909,826,2007
351,1996,1994
628,547,1977
204,485,2015
801,475,1978
80,678,1985
18,1786,2013
475,1244,1975
146,251,1992
402,1897,1976
797,1938,2010
687,80,2010
630,1532,1986
105,893,1960
693,1817,1970
435,1027,1964
486,1258,2006
71,1016,2009
272,777,1993
838,1417,1995
554,1658,1995
308,205,2006
829,1597,1957
681,716,1970
132,208,1959
768,1358,1973
408,786,1969
879,142,1952
810,308,1984
619,740,2012
178,1492,1950
363,262,2004
191,1727,1987
125,1373,2004
235,979,1958
166,1145,1968
121,1897,1986
954,666,2008
381,804,2005
64,1097,1974
14,1505,1999
377,1328,1966
532,973,2002
614,1012,2002
248,1443,1969
103,42,1992
414,429,2002
605,963,1999
689,139,2016
802,16,2002
887,1026,1970
106,1215,2003
322,1779,1965
690,1680,1972
951,1721,1981
335,1452,2013
717,93,1971
937,96,1961
773,897,1950
392,1205,1984
373,926,1970
707,48,1989
192,622,1965
452,1744,2011
963,499,1998
925,621,1981
194,173,1977
364,813,2012
159,1384,1979
269,1744,1967
138,278,1995
101,1113,1973
340,1395,2020
124,1282,1982
67,748,1999
590,523,1956
446,515,2004
547,1092,1965
404,1272,1972
660,969,1974
612,1221,1962
209,279,1995
990,615,2010
78,1516,1969
775,690,1987
143,1645,2000
117,461,1980
425,577,1955
72,947,1970
808,49,1983
371,48,1951
712,112,1958
49,1754,1974
797,1388,1988
465,649,1994
931,156,1998
7,1757,2016
127,590,1983
242,577,1967
242,348,1979
34,813,1963
53,826,1989
724,1748,1958
335,1707,2004
304,179,1967
880,1278,1999
107,1291,1979
262,936,1954
425,1866,2011
938,1219,1969
306,188,2002
824,1871,1996
839,688,1990
647,1686,1959
572,1512,1976
378,1003,1953
512,1232,1971
985,1681,2005
314,1476,1983
635,1568,1994
449,654,2019
980,290,1978
837,1702,1968
780,1168,1955
900,1,1994
766,1004,2010
672,1342,1984
233,1938,2017
595,75,1978
18,1720,1989
876,1751,1957
310,1074,1983
931,1458,1972
907,835,1997
554,1471,1964
232,1420,2000
237,1535,1961
63,187,1994
586,1423,2004
321,1125,1968
252,1025,1984
921,1120,2006
881,1,1978
888,943,2004
412,196,1990
954,250,1958
680,1179,1957
628,494,1971
60,1205,1967
489,830,2016
852,1407,1959
769,1638,2014
628,1662,2017
872,302,1985
820,1603,1975
548,1144,2012
885,766,2001
749,1134,2011
575,1772,2011
769,591,2000
705,1064,1994
767,1713,2001
980,774,1958
975,430,2013
820,556,2006
343,1651,1983
949,1195,1950
45,1957,1970
991,1835,1956
603,1955,1981
785,720,1996
251,1015,1956
159,1197,1994
458,1493,2000
267,730,1954
635,897,1963
258,910,1979
862,1842,1963
476,315,1968
889,1716,2017
491,852,1998
56,1449,1961
45,802,1992
941,1317,1996
497,145,2007
199,451,1987
880,1078,1961
51,1519,2003
945,1961,2020
943,1134,1952
979,791,1961
12,1793,2000
956,1827,1961
239,523,1998
756,490,1991
992,1026,1997
899,798,2005
897,200,1958
682,46,2014
643,1781,1997
645,164,1968
125,623,1977
963,1493,1996
911,1303,2015
821,326,1972
836,863,2000
610,1311,1995
200,164,2018
270,1391,1987
798,1547,1965
13,1735,1972
636,694,1966
773,965,2012
551,852,2000
802,205,1974
544,1630,1983
110,355,2007
626,1440,1979
509,626,1968
982,1075,1974
72,1820,1975
419,1864,2019
842,1738,2011
766,925,2005
921,570,1965
310,645,2005
74,1866,1972
760,1376,1964
395,231,1995
245,701,2015
439,1735,1972
515,296,1996
783,47,2018
246,108,2018
614,275,1982
323,1523,2015
467,750,1952
720,930,1950
864,157,1997
673,589,1966
614,1214,2011
172,832,1976
523,1584,2017
760,1268,1958
132,1699,2016
283,1343,2005
129,876,1977
896,1048,1980
245,1990,2015
6,1479,1981
356,774,2009
858,1924,1958
705,1453,2004
502,599,1967
555,1923,1992
811,1583,2009
107,1238,1961
673,1649,2018
640,1701,1976
191,185,1974
423,1703,1992
220,886,2017
552,1588,1973
994,509,2001
517,355,1951
140,597,1983
816,880,1971
219,661,1959
843,1508,1961
70,1292,2009
433,1115,1969
542,1287,1954
991,359,1951
459,1289,1965
194,1772,1994
686,248,1960
357,1241,1952
599,1003,1980
186,605,2006
518,1869,1992
377,1893,2000
829,1465,1980
459,471,2018
724,1708,1953
264,1198,1958
424,1187,2000
859,1344,1960
852,173,2019
415,1367,2015
764,60,2009
991,480,1976
798,1105,2018
349,1013,1972
874,1652,1956
891,1067,2005
712,1590,1970
450,1819,1958
53,197,2001
591,546,1990
811,549,1954
353,1657,1957
649,487,1984
979,362,1953
683,1303,1984
512,1650,1964
469,785,1985
964,993,1993
200,1829,1953
709,1935,1980
618,127,1972
716,662,1989
550,1124,1985
359,132,2000
703,1891,2006
274,1485,2015
998,762,1965
921,1067,1994
184,774,1990
70,1426,1953
611,1255,2013
774,724,1955
108,900,1990
607,1550,1994
734,1591,1995
612,1894,1976
651,1822,2018
283,672,1977
489,777,2013
675,1950,1997
518,246,2004
673,1086,1966
815,1435,2012
976,77,2014
81,164,1975
898,423,1960
953,93,1986
557,93,1962
512,845,1985
417,1776,1969
200,1024,2012
556,659,1983
394,1792,2009
960,254,1999
421,434,1984
968,832,1973
803,270,1985
813,958,1983
997,1304,1978
706,603,1972
88,1722,1967
67,616,1969
55,1279,1961
795,1843,1954
643,1715,1981
123,1679,1980
114,1630,2012
857,1903,1999
862,32,1978
953,1382,1958
96,41,2016
15,1099,1957
385,632,2003
665,686,1957
231,1626,1952
546,506,1998
993,1720,1988
466,971,1993
404,93,1982
514,1722,1975
772,31,1984
393,1661,1961
777,375,1955
173,1163,1960
30,1343,1979
978,99,1996
84,1091,1959
416,103,1968
529,1212,1977
324,514,1993
155,742,2013
413,1266,2005
177,989,2007
989,904,1988
349,1510,1964
357,1859,1981
754,741,1959
971,1264,2005
162,866,1955
597,794,1959
122,1467,2020
423,1395,1977
994,201,1983
684,1436,1961
522,620,1976
697,1146,1995
995,574,1983
112,227,2004
270,1567,1981
380,1210,2001
197,1991,1966
914,851,1994
931,266,2003
62,1803,1986
597,915,1989
12,1982,2009
598,1288,1979
25,460,1953
632,643,1964
957,174,1991
370,643,1974
664,861,1957
187,1690,1956
261,1639,1987
359,750,2012
966,1162,1998
787,931,1957
200,1400,1972
365,1696,1973
786,1460,1977
409,1510,1959
667,48,1954
641,813,1970
883,346,1961
325,1516,1983
179,1,1987
929,462,1992
736,821,1995
525,1806,1996
544,1819,1969
24,1524,1995
535,279,1961
984,1337,2012
748,1326,1977
645,1642,1967
92,1924,1977
457,359,1971
732,298,1996
269,1062,1971
761,770,1983
286,477,2001
976,695,1987
203,479,1978
633,1524,2009
249,595,1952
206,1945,2020
6,837,1976
376,407,2001
641,1873,1973
527,2000,1982
363,882,2020
996,529,1992
672,405,2009
333,710,2014
730,1807,1996
248,77,1978
686,1471,1968
474,1063,1966
548,783,2019
501,937,1999
957,1476,2009
318,1755,1978
46,1067,1975
550,829,2018
907,837,1995
891,304,2011
60,147,2018
920,776,1983
139,965,2010
956,1224,1978
780,473,2018
510,649,2015
795,1764,1986
311,668,2017
768,126,1951
692,1528,2016
852,1288,2016
363,306,1965
494,1543,1968
557,845,1998
818,886,1966
258,1717,2016
493,537,2003
369,730,1983
109,1594,2018
95,1430,1968
131,1087,1954
262,375,1980
219,971,2004
778,440,2005
384,1304,1955
146,200,1991
503,1898,2019
811,1785,1997
616,1546,1979
425,29,1985
225,1661,1986
397,950,1986
531,950,1974
178,1320,1976
436,1844,2010
35,1500,1962
419,214,1977
88,609,2014
484,838,1987
205,1948,1996
43,1095,1978
984,895,2006
848,68,1972
479,1433,2010
699,1665,1971
928,1488,1992
577,507,1987
337,266,1995
979,1490,2004
65,1793,2005
882,1786,1987
364,628,2015
453,1151,2015
201,378,1986
855,902,2013
276,1195,1959
961,1823,1976
364,1796,1992
651,843,1988
470,1963,1999
993,1775,2014
642,1023,1973
924,1904,2003
210,1100,1986
614,1190,2020
134,324,1982
91,920,2018
321,1382,1994
852,1772,1964
389,1782,1951
495,451,1988
686,1739,2011
985,315,2012
992,1257,1986
59,1089,1963
107,1803,1955
254,510,2006
529,449,1979
173,1339,2009
897,1370,1994
859,849,1954
315,1917,1980
821,328,1953
241,1739,1971
64,120,1975
211,813,2016
677,320,1992
333,281,1992
28,1631,2013
291,284,1972
419,698,1995
591,1219,1992
596,102,1970
300,1272,2015
356,1810,1958
142,1100,1962
214,185,1958
74,1868,1990
523,1694,1974
964,390,2013
382,937,2015
163,341,2006
631,1678,1952
786,1286,1970
199,1755,1952
709,514,2002
965,211,1977
903,1282,1958
132,1930,1992
639,1209,1991
661,473,2016
677,683,1981
753,1230,1983
971,635,1964
183,1114,1991
694,1818,1986
413,1576,1993
143,1715,1978
791,704,1957
925,704,1959
18,488,1995
396,1114,1950
260,250,2000
343,1453,2005
878,299,2003
396,67,1967
972,1166,1968
810,1104,1977
189,491,1997
428,773,1957
209,1638,1959
96,943,1977
108,768,1970
3,486,2008
273,81,1982
166,1941,1973
462,771,1997
167,594,1996
107,314,1959
876,1808,1966
325,1705,2019
442,1058,1999
249,892,1962
46,75,2010
951,181,1983
247,65,1970
256,1605,2016
753,425,1968
999,1878,1994
226,1174,1964
496,769,2015
854,1002,1969
102,1138,2020
575,1587,1962
924,1475,1994
141,83,2018
708,130,1958
68,1261,2006
976,1113,1978
866,1241,1971
353,1659,2014
588,479,1967
746,1819,1982
211,492,1993
38,1998,2000
217,14,2004
881,997,2013
141,204,1989
514,1469,1965
762,1305,1958
906,1993,1967
383,720,2000
385,1318,2009
202,1611,1998
274,1716,2001
219,1026,1978
324,1079,1956
334,1767,1953
520,725,1996
86,1665,2001
232,1490,2006
292,1541,1976
774,726,1990
522,1185,2003
419,269,1968
735,246,1952
451,487,2018
14,220,1970
342,1483,1966
564,135,1981
970,786,2019
115,797,2007
156,798,1995
192,492,1976
963,369,1974
988,1594,1971
40,623,1958
931,831,1950
315,562,1954
907,208,2005
941,1024,2013
137,1724,2006
653,557,1989
167,849,1971
248,508,1951
764,1593,1986
567,1722,2008
653,1496,2001
338,438,2014
115,100,2010
54,1847,1962
465,627,2014
67,1786,2003
709,1024,2011
24,921,2016
148,462,1972
552,1040,1997
815,1908,2015
591,214,2016
61,1742,1982
336,1681,1950
993,1951,2013
346,154,2013
105,1031,1961
24,103,1964
48,460,1995
20,398,1991
984,1084,1962
404,1263,2007
651,1140,1999
914,1779,1970
496,1037,1960
291,339,1967
838,737,2018
220,1856,2016
686,1097,1988
240,522,1956
123,1923,1970
976,1610,1968
298,463,1995
690,987,1960
726,681,1967
958,1970,1986
620,1682,1994
895,1392,1968
514,1966,1963
858,1510,1957
762,984,1968
901,1557,1969
951,920,2002
140,183,1958
103,530,1990
449,1692,1991
249,584,1982
154,1515,2009
197,1885,1983
362,232,2011
448,1467,1961
432,705,1965
872,748,1980
92,1805,1981
133,1577,2018
919,271,1977
699,2,1955
365,651,1955
967,985,1970
826,1800,1972
857,1113,1971
874,528,2019
299,297,2012
516,820,2012
113,1864,2017
786,415,1971
490,1585,2000
25,1751,1969
715,1932,2019
914,1095,1986
71,1638,1981
410,1067,1983
761,1819,1989
463,176,2015
905,1275,1985
537,879,2006
757,882,1958
867,525,2020
466,181,2011
589,517,2018
711,1180,1974
12,1179,2014
829,1401,2011
956,1213,2004
238,179,1954
362,474,1959
405,1110,1955
133,651,1957
313,1521,2008
652,987,1978
547,1459,1964
929,1524,1996
153,71,1994
904,1696,1985
436,1362,1963
